date,close,open,high,low,volume,change
"01/16/2023","1918.00","1920.39","1929.24","1910.74","","-0.12%"
"01/13/2023","1920.21","1897.03","1922.24","1891.80","","1.23%"
"01/12/2023","1896.86","1876.43","1901.88","1873.64","","1.09%"
"01/11/2023","1876.38","1877.30","1887.09","1866.75","","-0.05%"
"01/10/2023","1877.27","1871.66","1881.04","1867.37","","0.30%"
"01/09/2023","1871.59","1865.45","1881.80","1864.59","","0.32%"
"01/06/2023","1865.71","1833.27","1870.37","1830.53","","1.77%"
"01/05/2023","1833.19","1854.19","1859.36","1824.68","","-1.13%"
"01/04/2023","1854.09","1839.51","1865.49","1835.92","","0.79%"
"01/03/2023","1839.49","1826.14","1850.69","1824.42","","0.87%"
"01/02/2023","1823.69","1823.85","1823.94","1823.85","","-0.04%"
